"Date","Sample","Site.ID","Line.Out.Depth.Range","Type","Hakai.Net.ID","Size.Fraction","Species","Stage","Source","Population","DFO.female.num","Total.weight..mg.","Sample.weight..mg.","Egg.diameter","Egg.depth","Tube.ID","dry_weight_mg","Project","file","lab.notes","Eggs.wet.weight","Eggs.holder.weight","Eggs.dry.weight","Number.of.Eggs","IVOL","C10.0_AREA","C11.0_AREA","C12.0_AREA","C13.0_AREA","C14.0_AREA","C14.1_AREA","C15.0_AREA","C16.0_AREA","C16.1n.7_AREA","C16.2n.4_AREA","C16.3n.4_AREA","C16.4n.1_AREA","C17.0_AREA","C18.0_AREA","C18.1n.7_AREA","C18.1n.9c_AREA","C18.2n.6c_AREA","C18.2n.6t_AREA","C18.3n.3_AREA","C18.3n.6_AREA","C18.4n.3_AREA","C19.0_AREA","C20.0_AREA","C18.1n.9t_AREA","C20.1n.11_AREA","C20.1n.9_AREA","C20.2n.6_AREA","C20.3n.6_AREA","C20.3n.3_AREA","C20.4n.3_AREA","C20.4n.6_AREA","C20.5n.3_AREA","C22.0_AREA","C22.1n.11_AREA","C22.1n.9_AREA","C22.2n.6_AREA","C22.4n.6_AREA","C22.5n.6_AREA","C22.5n.3_AREA","C22.6n.3_AREA","C24.1n.9_AREA","ant.15.0_AREA","iso.15.0_AREA","iso.17.0_AREA","Total.FA_G_AREA","SumFA","C10.0_mg.g","C11.0_mg.g","C12.0_mg.g","C13.0_mg.g","C14.0_mg.g","C14.1_mg.g","C15.0_mg.g","C16.0_mg.g","C16.1n.7_mg.g","C16.2n.4_mg.g","C16.3n.4_mg.g","C16.4n.1_mg.g","C17.0_mg.g","C18.0_mg.g","C18.1n.7_mg.g","C18.1n.9c_mg.g","C18.2n.6c_mg.g","C18.2n.6t_mg.g","C18.3n.3_mg.g","C18.3n.6_mg.g","C18.4n.3_mg.g","C20.0_mg.g","C18.1n.9t_mg.g","C20.1n.11_mg.g","C20.1n.9_mg.g","C20.2n.6_mg.g","C20.3n.6_mg.g","C20.3n.3_mg.g","C20.4n.3_mg.g","C20.4n.6_mg.g","C20.5n.3_mg.g","C22.0_mg.g","C22.1n.11_mg.g","C22.1n.9_mg.g","C22.2n.6_mg.g","C22.4n.6_mg.g","C22.5n.6_mg.g","C22.5n.3_mg.g","C22.6n.3_mg.g","C24.1n.9_mg.g","ant.15.0_mg.g","iso.15.0_mg.g","iso.17.0_mg.g","SumFA_mg.g","C10.0_PERCENT","C11.0_PERCENT","C12.0_PERCENT","C13.0_PERCENT","C14.0_PERCENT","C14.1_PERCENT","C15.0_PERCENT","C16.0_PERCENT","C16.1n.7_PERCENT","C16.2n.4_PERCENT","C16.3n.4_PERCENT","C16.4n.1_PERCENT","C17.0_PERCENT","C18.0_PERCENT","C18.1n.7_PERCENT","C18.1n.9c_PERCENT","C18.2n.6c_PERCENT","C18.2n.6t_PERCENT","C18.3n.3_PERCENT","C18.3n.6_PERCENT","C18.4n.3_PERCENT","C20.0_PERCENT","C18.1n.9t_PERCENT","C20.1n.11_PERCENT","C20.1n.9_PERCENT","C20.2n.6_PERCENT","C20.3n.6_PERCENT","C20.3n.3_PERCENT","C20.4n.3_PERCENT","C20.4n.6_PERCENT","C20.5n.3_PERCENT","C22.0_PERCENT","C22.1n.11_PERCENT","C22.1n.9_PERCENT","C22.2n.6_PERCENT","C22.4n.6_PERCENT","C22.5n.6_PERCENT","C22.5n.3_PERCENT","C22.6n.3_PERCENT","C24.1n.9_PERCENT","ant.15.0_PERCENT","iso.15.0_PERCENT","iso.17.0_PERCENT"
2021-03-26,"QX7011","QU39",NA,"Zoop","2021-03-26_QU39_4_250_5",500,"500",NA,NA,NA,NA,NA,NA,NA,NA,"Q23-013",41.52,"Zoopsprint","C:\CompassCDS\Data\2023\03\08\2023-03-09 18_45_17_Q23-013.DATA","",NA,11561.45,NA,NA,0.5,0,0,4.04637995211561,0,103.448096193226,0,0,460.225865903066,270.081142537603,28.038603616321,154.55089046492,70.48628473504,7.03200961407412,76.5264624634748,84.4470580576136,416.317894459149,26.2924488749022,0,14.5874306763274,0,71.2473467137953,871.267674,0,0,9.41711922161822,34.3036134323514,5.43049437123958,0,0,15.200001647255,27.6528575533952,624.133991455765,0,24.9377798618981,7.86554900922446,0,0,0,29.8676765322066,517.854579842934,57.5041611150146,0,4.71943611040021,9.21902916829668,3707.99200969781,3155.43420358323,0,0,0.0974561645499906,0,2.49152447478867,0,0,11.0844380034457,6.50484447344902,0.675303555306383,3.72232395146725,1.69764654949518,0.169364393402556,1.84312289170219,2.03388868154175,10.0269242403456,0.633247805272212,0,0.351335035557018,0,1.71597655861742,0,0,0.226809229807761,0.826194928524842,0.130792253642572,0,0,0.366088671658357,0.666012946854413,15.0321288886263,0,0.600620902261515,0.189440005039125,0,0,0,0.71935637119958,12.4724128093192,1.38497497868532,0,0.113666572986518,0.222038274766298,75.9979336123128,0,0,0.00128235282089566,0,0.0327841081508696,0,0,0.145851834077366,0.0855923860592328,0.00888581469532184,0.0489792784426994,0.0223380619551495,0.00222853945301371,0.0242522763987832,0.0267624208299821,0.13193680095956,0.00833243451726715,0,0.00462295511019126,0,0.0225792528435195,0,0,0.0029844131152931,0.0108712814843032,0.00172099749856069,0,0,0.00481708717931569,0.00876356652342596,0.197796547539167,0,0.00790312148913751,0.00249269942003308,0,0,0,0.00946547277021008,0.164115157037618,0.0182238504766521,0,0.00149565346824248,0.00292163568418818
2021-03-26,"QX7012","QU39",NA,"Zoop","2021-03-26_QU39_4_250_5",250,"250",NA,NA,NA,NA,NA,NA,NA,NA,"Q23-019",48.31,"Zoopsprint","C:\CompassCDS\Data\2023\03\08\2023-03-09 22_38_13_Q23-019.DATA","",NA,11711.48,NA,NA,0.5,0,0,3.69676263629498,0,123.685290420182,0,0,474.654720871611,252.451767712819,5.01183620397929,0,119.356035252732,3.88554754958967,53.0832943518358,101.596711856463,381.007215473085,25.7967947019003,0,12.3667926888313,5.67730032266516,0,1106.911897,0,0,0,8.81648027855644,0,0,0,17.8245883330677,34.8334726092478,882.642753364498,0,6.02007230029799,4.16166193487032,0,0,0,30.5404336077888,326.517657710205,29.3067303711526,0,3.81287638830031,10.2775684459013,3604.11862255014,2917.02436538587,0,0,0.0765216857026492,0,2.56024198758399,0,0,9.82518569388554,5.22566275538852,0.103743245787193,0,2.47062792905675,0.0804294669755675,1.09880551338927,2.10301618415366,7.88671528613299,0.533984572591602,0,0.255988256858442,0.117518118871148,0,0,0,0,0.18249803929945,0,0,0,0.368962706128497,0.721040625320799,18.2703943979404,0,0.124613378188739,0.0861449375878767,0,0,0,0.63217622868534,6.75880061499079,0.606639005819759,0,0.0789251995094247,0.212742050215304,60.3813778800636,0,0,0.00126730605344325,0,0.0424011852241834,0,0,0.162718805678821,0.0865442780349981,0.00171813313027171,0,0.0409170511803191,0.00133202437240378,0.018197754870249,0.034828886951386,0.130615026735536,0.0088435307596369,0,0.00423952327432664,0.00194626427877442,0,0,0,0,0.00302242256978548,0,0,0,0.00611053803477907,0.0119414404015922,0.302583263903502,0,0.00206377168861997,0.00142668055305044,0,0,0,0.0104697218062999,0.111935183533173,0.0100467897076601,0,0.00130711160096735,0.00352330565622197
2021-04-14,"QX7016","QU39",NA,"Zoop","2021-04-14_QU39_5_250_5",500,"500",NA,NA,NA,NA,NA,NA,NA,NA,"Q23-018",41.94,"Zoopsprint","C:\CompassCDS\Data\2023\03\08\2023-03-09 21_59_25_Q23-018.DATA","",NA,11892.63,NA,NA,0.5,0,0,6.8419296292449,0,213.514253324009,0,0,637.849922653582,476.184468828325,64.4697692898195,264.294920277914,169.690008208816,6.5401767597704,97.4376813121483,120.781179342376,711.444198741257,26.5554253760384,0,9.85480185008347,5.82427121118077,0,870.1874168,0,0,16.8984733186273,104.868166314767,0,0,0,51.4132233255249,25.4307014762156,1040.49365460785,0,94.3801842734254,15.7419360422082,0,0,0,48.2716760941791,528.085516784273,59.8825525329063,0,6.57634872042199,14.2923252737157,6326.24657667884,4817.61776556868,0,0,0.163136138036359,0,5.09094547744418,0,0,15.2086295339433,11.3539453702509,1.53719049331949,6.30173868092308,4.04601831685302,0.155941267519561,2.32326374134832,2.87985644593172,16.9633809904925,0.633176570720991,0,0.234973816167942,0.138871511949947,0,0,0,0.402920203114623,2.50043315008982,0,0,0,1.22587561577313,0.606359119604568,24.8091000144934,0,2.25036204753041,0.375344207014979,0,0,0,1.15096986395277,12.5914524745893,1.42781479572976,0,0.156803736776872,0.340780287880679,114.869283871452,0,0,0.0014201893886526,0,0.0443194673620615,0,0,0.132399445886361,0.0988423100378771,0.0133820847620129,0.0548600850334825,0.0352228043954801,0.00135755410205284,0.0202252827130727,0.0250707269068946,0.147675517934594,0.00551214867352676,0,0.0020455757035179,0.00120895253517342,0,0,0,0.00350764094225158,0.02176763940557,0,0,0,0.0106719183271394,0.00527868808064595,0.215976797089263,0,0.0195906335591746,0.00326757680003491,0,0,0,0.0100198227512309,0.109615486840504,0.0124299094379974,0,0.00136506236908683,0.00296667896234158
2021-04-14,"QX7018","QU39",NA,"Zoop","2021-04-14_QU39_5_250_5",250,"250",NA,NA,NA,NA,NA,NA,NA,NA,"Q23-017",50.07,"Zoopsprint","C:\CompassCDS\Data\2023\03\08\2023-03-09 21_20_38_Q23-017.DATA","",NA,11868.2,NA,NA,0.5,0,0,5.30116939894086,0,192.94362823268,3.02488678346418,0,867.651008986999,473.004569202876,90.1669446204848,0,158.627676496901,4.92655626256011,102.423087991774,232.376282212242,585.682535137228,35.6723922212968,0,2.93058120696825,9.28276661264918,151.773442782715,1018.513322,0,6.32163896723189,8.37664346230319,19.7490224776854,4.05320858630851,0,0,21.8957481539942,26.8546964032739,1348.19262383688,0,10.5885206428355,9.7054710542117,0,0,0,42.6000911748506,391.159763053153,30.1380469866844,3.44075143722077,7.87009962153445,17.3933494411377,6033.16887591972,4864.12720344909,0,0,0.105875162750966,0,3.85347769587937,0.0604131572491349,0,17.3287599158578,9.44686577197675,1.80081774756311,0,3.16811816450771,0.0983933745268645,2.04559792274364,4.64102820475818,11.6972745184188,0.712450413846552,0,0.0585296825837477,0.185395778163555,3.03122514045766,0,0.126256020915356,0.167298651134475,0.394428250003702,0.080950840549401,0,0,0.437302739244941,0.536343047798561,26.9261558585357,0,0.211474348768435,0.19383804781729,0,0,0,0.850810688533066,7.81225809972345,0.601918254177839,0.0687188223930651,0.157181937717884,0.347380655904488,97.1465389145014,0,0,0.00108985007529858,0,0.0396666493622672,0.000621876578663337,0,0.178377532637666,0.0972434620680715,0.0185371271862604,0,0.0326117451008313,0.00101283458604182,0.0210568276091026,0.0477734797000101,0.120408556487159,0.00733377042360283,0,0.000602488603688286,0.00190841362168055,0.031202605613417,0,0.00129964507563645,0.00172212672735273,0.00406013692727477,0.000833285894216424,0,0,0.00450147523659912,0.00552096918522847,0.277170511264775,0,0.0021768593213038,0.00199531604505114,0,0,0,0.00875801338925583,0.0804172561062522,0.00619598249102406,0.000707372832433531,0.00161798803615865,0.00357584181367714
2021-05-04,"QX7024","QU39",NA,"Zoop","2021-05-04_QU39_4_250_5",500,"500",NA,NA,NA,NA,NA,NA,NA,NA,"Q23-016",51.83,"Zoopsprint","C:\CompassCDS\Data\2023\03\08\2023-03-09 20_41_51_Q23-016.DATA","",NA,11919.6,NA,NA,0.5,10.5218002955253,0,14.0129045294432,0,191.957464848232,4.51179016881752,0,723.425565210476,460.820390028579,60.596627767828,236.747914349867,147.483481342303,10.8855972419191,129.042588184567,157.713304656445,734.158058324364,31.8643770395218,0,6.888008108895,5.57037605851307,67.4945303390124,909.5805044,0,16.1937563346482,14.8099645713998,47.4084749633515,7.07970166890046,4.38276329661403,4.00208067608183,14.9835613275266,35.1960443744533,1189.55220430294,5.46296093139966,35.6347145560038,11.8742619567518,0,0,0,57.6352722451776,659.268085781545,55.8865191196374,0,7.80564525696754,13.8118570750229,6428.99809803795,5174.68264693273,0.203005986793852,0,0.270362811681328,0,3.70359762392884,0.0870497813779186,0,13.9576609147304,8.89099729941307,1.16914195963396,4.56777762588977,2.84552346792018,0.210025028784856,2.48972772881665,3.04289609601476,14.1647319761598,0.614786360013926,0,0.132896162625796,0.107473973731682,1.30222902448413,0,0.312439828953274,0.285741164796447,0.914691780114827,0.136594668510524,0.0845603568708091,0.0772155252958099,0.289090513747378,0.679067034043089,22.9510361625109,0.105401522890212,0.687530668647576,0.229100172810183,0,0,0,1.11200602441014,12.7198164341413,1.07826585220215,0,0.150600911768619,0.266483833205149,99.8395262769194,0.00203332281676483,0,0.00270797370303458,0,0.0370955047768995,0.000871896979323333,0,0.139800952941391,0.0890528794653192,0.0117102114085675,0.0457511949047152,0.028500971248879,0.00210362605489855,0.0249372950940395,0.0304778699327443,0.141874991843129,0.00615774516306024,0,0.00133109768827617,0.00107646718428518,0.0130432211874905,0,0.00312942018661704,0.00286200441300074,0.00916161979352543,0.0013681421938207,0.000846962721320098,0.00077339635087652,0.00289555173715011,0.00680158509726496,0.229879257428094,0.00105570936502508,0.00688635748070969,0.00229468409309896,0,0,0,0.0111379337009856,0.127402612056282,0.0107999896675333,0,0.00150842975106779,0.00266912157080971
2021-05-04,"QX7022","QU39",NA,"Zoop","2021-05-04_QU39_4_250_5",250,"250",NA,NA,NA,NA,NA,NA,NA,NA,"Q23-024",52.78,"Zoopsprint","C:\CompassCDS\Data\2023\03\08\2023-03-10 01_52_15_Q23-024.DATA","",NA,11828.67,NA,NA,0.5,11.8530628844047,0,32.4734779205681,0,409.381397166328,5.18967834258189,0,1308.57507344642,622.894871013774,101.387922318152,0,172.120993580712,0,184.839636192491,350.767005982455,710.973624832478,54.1378130468667,0,0,0,0,695.093405,0,2.57956543480656,0,40.0011761872493,0,0,0,54.2113905396642,59.1233550690932,1901.70753382418,7.33853145966764,14.0901324549324,13.7091386876272,0,0,0,0,862.75456749586,52.4777569282218,4.89278034079463,17.0424181481049,28.955323824429,8724.88039575055,7023.47822712187,0.224574893603727,0,0.615261044345739,0,7.75637357268525,0.0983266074759736,0,24.7930101069804,11.8017216940844,1.92095343535719,0,3.26110256878954,0,3.5020772298691,6.64583186779945,13.4705120278984,1.02572590085007,0,0,0,0,0,0.0488739188102797,0,0.757885111543184,0,0,0,1.02711994201713,1.12018482510597,36.0308361846187,0.139040004919811,0.266959690317022,0.259741164979674,0,0,0,0,16.346240384537,0.994273530280821,0.0927014085031192,0.322895379842836,0.548604089132797,133.070826584348,0.00168763431751421,0,0.00462356070175722,0,0.0582875583760565,0.000738904311334151,0,0.186314391691745,0.088687520751243,0.0144355715273143,0,0.0245065177131253,0,0.0263173929234542,0.0499420649768562,0.101228138230283,0.00770812000780583,0,0,0,0,0,0.000367277487220693,0,0.00569535134782375,0,0,0,0.00771859594158369,0.00841795947210065,0.270764352408831,0.00104485715230513,0.00200614738158111,0.00195190164250641,0,0,0,0,0.122838647689438,0.00747176188652136,0.000696632093469112,0.00242649262900736,0.00412264733912254
2021-05-19,"QX7722","QU39",NA,"Zoop","2021-05-19_QU39_5_250_5",500,"500",NA,NA,NA,NA,NA,NA,NA,NA,"Q23-014",54.54,"Zoopsprint","C:\CompassCDS\Data\2023\03\08\2023-03-09 19_24_09_Q23-014.DATA","",NA,11941.84,NA,NA,0.5,6.02229444433117,0,12.1778787885828,0,256.889650549811,6.98916232521791,0,873.083606498479,486.472016373616,40.5991936678813,226.03544244078,96.4687208967372,9.67409556893527,114.910903033115,133.554012841698,953.138106269374,194.425357090688,0,120.892575440647,8.36142568418804,372.103114844966,873.4317084,0,9.62699381546748,25.7962824950265,172.653046540118,21.0422217195063,0,4.57685146080048,58.7673203942043,23.4053613732991,853.69753276523,4.65933693712006,153.305550980384,27.2921633720711,0,0,0,38.3851372609499,704.996490370145,88.3927497794056,0,10.5715177972121,11.6113688826093,7849.34003982858,6120.5774827026,0.11041977345675,0,0.223283439467965,0,4.71011460487368,0.128147457374733,0,16.0081335991654,8.9195455880751,0.744392989876811,4.14439755116941,1.76877009344953,0.177376156379451,2.10691057999843,2.44873510894203,17.4759462095595,3.56482136213217,0,2.21658554163269,0.153308135023616,6.82257269609399,0,0.176512537870691,0.472979143656518,3.16562241547704,0.385812646122228,0,0.083917335181527,1.07750862475622,0.429141205964413,15.6526867026995,0.0854297201525498,2.81088285625933,0.500406369124883,0,0,0,0.703797896240373,12.926228279614,1.62069581553732,0,0.193830542669823,0.212896385819752,112.221809363817,0.000983942195217823,0,0.00198966173093941,0,0.0419714726716242,0.00114191223703483,0,0.142647259832247,0.0794813917066547,0.00663322926351621,0.0369304110730695,0.0157613756494985,0.00158058542617511,0.0187745197831193,0.0218204921380599,0.155726826261581,0.0317658517746332,0,0.019751825016888,0.00136611712012769,0.0607954259049198,0,0.00157288978738924,0.0042146811420866,0.0282086203512747,0.00343794711838448,0,0.000747780985329432,0.00960159732644297,0.00382404461661422,0.139479899597362,0.000761257732671116,0.0250475631447591,0.00445908306025072,0,0,0,0.0062714894745521,0.115184636149537,0.0144418970316466,0,0.0017272092097663,0.00189710348662756
2021-05-19,"QX7724","QU39",NA,"Zoop","2021-05-19_QU39_5_250_5",250,"250",NA,NA,NA,NA,NA,NA,NA,NA,"Q23-021",45.82,"Zoopsprint","C:\CompassCDS\Data\2023\03\08\2023-03-09 23_55_51_Q23-021.DATA","",NA,11716.92,NA,NA,0.5,26.4414182783233,0,30.6846856571107,0,170.338319399827,4.51052827724784,0,783.685953041029,304.705860737992,32.4781055198055,0,62.64190404681,6.78823117114196,99.0710046254435,126.951742574985,790.710910801403,131.894065647372,0,95.6888702481031,0,0,899.4537356,0,6.87311102874695,0,27.1607005153006,0,0,4.2593395100465,43.9731053911474,19.2895142999504,748.130536198309,0,8.28602852488948,8.4115939937178,0,0,0,26.7237690485167,617.313314763891,58.5601996692625,0,11.2451071963728,10.989637102798,5507.20234531649,4257.80755726954,0.577071546886148,0,0.669678866370815,0,3.71755389349251,0.0984401631874255,0,17.1035781981892,6.65006243426433,0.708819413352367,0,1.36713016252313,0.148149960086031,2.16217818911924,2.77066221246148,17.2568946050066,2.87852609444285,0,2.08836469332394,0,0,0,0.150002423150304,0,0.592769544201236,0,0,0.0929580862079114,0.959692391775368,0.420984598427551,16.327597909173,0,0.180838684523996,0.183579091962414,0,0,0,0.583233719958898,13.4725734343931,1.27804887973074,0,0.245419188048294,0.239843673129594,92.9246520573885,0.00621010177718781,0,0.00720668683222224,0,0.0400061104473828,0.00105935466001671,0,0.184058565940353,0.0715640283501667,0.00762789418802035,0,0.0147122440843665,0.00159430201572923,0.0232680794735063,0.0298162236943365,0.18570846619204,0.0309769908276345,0,0.0224737424040524,0,0,0,0.00161423712469395,0,0.00637903431519068,0,0,0.00100035979850107,0.0103276404111008,0.00453038659932306,0.17570792623565,0,0.00194607868332198,0.00197556932307951,0,0,0,0.00627641542955365,0.144983845902083,0.013753604145232,0,0.00264105576523147,0.00258105538002414
2021-06-01,"QX7038","QU39",NA,"Zoop","2021-06-01_QU39_4_250_5",500,"500",NA,NA,NA,NA,NA,NA,NA,NA,"Q23-011",72.24,"Zoopsprint","C:\CompassCDS\Data\2023\03\08\2023-03-09 17_27_32_Q23-011.DATA","",NA,11938.14,NA,NA,0.5,4.02185365804445,0,12.5374619571269,0,393.519579203934,8.76867011159707,0,1124.18967531772,808.498184702079,73.7194104696685,292.977171484703,159.070200125533,14.040422701139,170.941956491508,208.302217758123,1246.91337622329,143.608089699868,0,77.7445611858998,10.2216302402508,241.505196151747,870.874682,0,14.251479956332,30.0132061710344,208.498809361414,20.2490916999698,3.29480445787032,3.84754368998868,53.8421960577791,40.905840726921,1477.83677100858,9.95512311265009,183.730380624385,34.4226863687834,0,0,0,55.7579893911763,1017.92634040543,123.885844921141,3.71463838008326,14.5578438861999,21.4733568348241,10953.1604904321,8308.74360453678,0.0556735002497848,0,0.173552906383263,0,5.44739173870341,0.121382476627866,0,15.5618725819175,11.1918353364075,1.02047910395444,4.05560868611161,2.20196844027593,0.194358010813109,2.36630615298322,2.88347477516781,17.2607056509314,1.98793036683095,0,1.07619824454457,0.141495435219419,3.34309518482484,0,0.197279622872813,0.415465201703134,2.88619614287672,0.280303041250966,0.0456091425508074,0.0532605715668422,0.745323865694616,0.566249179497799,20.4573196429759,0.137806244638013,2.5433330651216,0.476504517840302,0,0,0,0.771843706965341,14.0908961850142,1.71492033390284,0.0514207970664902,0.201520541060353,0.297250233040201,115.015830627586,0.000484050760195371,0,0.00150894798947474,0,0.0473621040597598,0.00105535451916089,0,0.135302005793497,0.0973069122340734,0.00887250997002915,0.0352613084997267,0.0191449162107586,0.00168983704028038,0.0205737431105913,0.0250702425869038,0.150072434001025,0.0172839717453135,0,0.00935695754812428,0.00123022573890348,0.0290663917008919,0,0.00171523886578355,0.00361224363147353,0.0250939033968467,0.00243708226703653,0.000396546651899486,0.000463071659581339,0.00648018504607362,0.0049232281887463,0.177865251516684,0.00119815023624202,0.0221128956878707,0.00414294723813451,0,0,0,0.00671076062098378,0.12251266724004,0.0149102982132577,0.000447075822396899,0.00175211133946304,0.00258442886877616
2021-06-01,"QX7042","QU39",NA,"Zoop","2021-06-01_QU39_4_250_5",250,"250",NA,NA,NA,NA,NA,NA,NA,NA,"Q23-022",45.79,"Zoopsprint","C:\CompassCDS\Data\2023\03\08\2023-03-10 00_34_39_Q23-022.DATA","",NA,11796.47,NA,NA,0.5,3.81770290633628,0,9.39794898116347,0,258.132876168244,3.33421091595864,0,760.404483093813,457.14527042,50.8340445510506,154.182895362409,74.5186606857119,11.6424134704832,105.041061615899,132.66882808024,549.595891302663,47.3672551183572,0,19.8099707507601,6.50033647083268,0,1085.400173,0,0,0,19.4313553375489,0,0,0,19.6787292432097,29.3905654601365,1002.71160036014,3.09077444195322,6.85703909501772,8.23027143095913,0,0,0,31.919304609324,562.501358657882,49.6252331995897,4.45410877320728,10.6103102491398,15.7597655044781,5169.42434972322,4408.6542662565,0.083374162619268,0,0.205240204873629,0,5.63731985517022,0.0728152635064128,0,16.6063438107406,9.98351758943001,1.11015602863181,3.36717395419108,1.62740032071876,0.254256682037196,2.29397382869401,2.89733190828216,12.0025309303923,1.03444540551119,0,0.43262657241232,0.14195973948095,0,0,0,0,0.42435805498032,0,0,0,0.429760411513643,0.641855546192106,21.8980476165132,0.0674988958714396,0.149749707250878,0.179739494015268,0,0,0,0.697080249166282,12.2843712307902,1.08375700370364,0.0972725217996785,0.231716755823101,0.344174830846869,96.2798485751584,0.000865956520010353,0,0.00213170469117858,0,0.0585513992657517,0.000756287682043574,0,0.172479953557232,0.103692701403001,0.0115305128234097,0.0349727799121181,0.0169028134630724,0.00264080891069035,0.0238261054898032,0.0300928174603477,0.124662960193823,0.01074415280892,0,0.00449342805181711,0.00147444913532589,0,0,0,0,0.00440754800989384,0,0,0,0.00446365898860094,0.00666656165013655,0.227441649946292,0.00070106981752,0.00155535877410505,0.0018668443778758,0,0,0,0.00724014692048589,0.127590263306248,0.011256322270362,0.00101031029067048,0.00240670045967321,0.00357473381959256
